game_name,reviews_like_rate,all_reviews_number,user_defined_tags,,
Desta: The Memories Between,81,88,"Story Rich, Turn-Based, Tactical, Roguelike, Sports",,
Crimsonland,94,2005,"Action, Shooter, 2D, RPG",,
Mordheim: City of the Damned,72,6720,"Tactical, RPG, Turn-Based",,
Ghost Frequency,70,68,"Horror, Adventure",,
BlackShot: Mercenary Warfare FPS,54,3026,"FPS, Action",,
Mining Mechs,90,1725,"Adventure, Crafting",,
Kingdom Eighties,75,2577,"Adventure, Action, Building, Strategy, Sandbox",,
Lil Gator Game,99,3924,"Cute, Platformer",,
Praey for the Gods,83,2324,"Adventure, Platformer, Action",,
Hello Neighbor VR: Search and Rescue,72,181,"Horror, Adventure, Survival",,
GemCraft - Chasing Shadows,95,3437,"Building, Strategy, Tactical",,
Idol Manager,87,3555,"Visual Novel, Management",,
Distant Bloom,79,202,"Crafting, Adventure, Management",,
Take Off - The Flight Simulator,47,123,Simulation,,
Lonely Mountains: Downhill,90,2451,"Sports, Driving, Simulation",,
Mount Your Friends,94,5146,"Sports, Sexual Content, Simulation",,
The House in Fata Morgana: A Requiem for Innocence,97,1320,"Adventure, Visual Novel, Anime",,
DUCKSIDE,74,2279,"Early Access, Survival, Crafting",,
EBOLA 2,70,212,"Survival, Horror",,
War Rock,59,1090,"Action, FPS",,
Battle Teams 2,56,21007,"FPS, Action",,
"Deus Ex Machina, Game of the Year, 30th Anniversary Collector‚Äôs Edition",83,31,"Pixel Graphics, 2D",,
Scania Truck Driving Simulator,81,1394,"Simulation, Driving",,
Toram Online,78,5184,"MMORPG, Anime, Fantasy",,
CyberCorp,79,244,"Shooter, Tactical, Action",,
Tostchu,83,519,"Horror, Simulation, Management",,
Insaniquarium Deluxe,96,5528,"Cute, Simulation",,
"Love, Sam",94,470,"Adventure, Horror",,
Once Alive,83,270,"Story Rich, Adventure",,
Sniper Strike: Special Ops,60,356,"Driving, FPS",,
Commandos: Behind Enemy Lines,89,3258,"Strategy, Stealth, War, Tactical, Action",,
Feudal Baron: King's Land,40,45,"Building, Management, Strategy",,
Tiny Rogues,96,9271,"Early Access, Action, Roguelike, Shooter",,
Ketz: Galactic Overlords,72,169,"Early Access, RPG, Action, Roguelike",,
Bejeweled¬Æ 3,96,5269,"Puzzle, Strategy",,
Donut Dodo,97,197,"Action, 2D, Platformer",,
Battle Tanks: World War II,66,1456,"Simulation, Action, Strategy",,
Hero Tale,70,354,"RPG, 2D, Adventure, Roguelike",,
Honkai Impact 3rd,72,9723,"Action, Adventure, RPG, Shooter",,
Hitman 2: Silent Assassin,81,3126,"Stealth, Action, Shooter",,
BrokenLore: DON'T WATCH,82,222,"Horror, Simulation",,
SpaceEngine,95,11938,"Early Access, Open World, Simulation, Sandbox",,
Vegas Infinite by PokerStars,79,7127,"Strategy, Card Game",,
The Dishwasher: Vampire Smile,95,1425,"Action, 2D, Combat",,
Dandy Ace,88,992,"Action, Roguelike",,
Universe Sandbox,96,23594,"Sandbox, Simulation",,
Blood and Bacon,95,26643,"FPS, Action",,
Endling - Extinction is Forever,94,2065,"Adventure, Cute, Simulation",,
From Glory To Goo,95,877,"Building, Strategy, Sandbox, Simulation",,
PropHunter,82,682,"Early Access, Action, RPG, Sandbox",,
Zombie Driver HD,84,2677,"Open World, Action, Driving",,
Fisher Online,83,3830,Simulation,,
Silent Anomalies,100,19,"Horror, Puzzle",,
Alchemist Shop Simulator,87,65,"Simulation, Management",,
Armored Suit Solgante,79,144,"Sexual Content, JRPG, Strategy, 2D",,
Totally Reliable Delivery Service,83,1338,"Action, Sandbox, Simulation, Driving",,
Mr. Shifty,88,823,"Action, Adventure, Combat",,
Food Truck Simulator,68,1051,"Simulation, Crafting, Management",,
The Outlast Trials,93,55282,"Survival, Horror",,
The Dead Await,72,81,"Early Access, Survival, Horror, Strategy, RPG",,
ISLANDERS,94,15648,"Strategy, Building, Puzzle",,
"Take me, Vitaly",98,995,"Horror, Sexual Content",,
Shady Part of Me,94,1948,"Puzzle, Platformer",,
The I of the Dragon,72,419,"RPG, Open World",,
Ancestors Legacy,79,5587,"Strategy, Tactical, War",,
Damascus Gear Operation Osaka HD Edition,63,22,"Action, Anime, RPG",,
Secret Agent Wizard Boy and the International Crime Syndicate,96,489,"Early Access, Adventure, Sandbox",,
In Silence,76,9297,"Survival, Horror",,
Sniper: Ghost Warrior,58,5173,"Action, FPS",,
AMID EVIL,94,6215,"Shooter, Action, Platformer, Adventure",,
Eliosi's Hunt,70,60,"Action, Adventure, Shooter",,
Happy Game,90,2601,"Horror, Cute, 2D",,
Train Valley,89,2514,"Management, Puzzle",,
Subterror,91,321,"Horror, Action, Survival",,
Pro Wrestler Story,76,17,"Simulation, Sports, 2D, Fighting",,
Gunswitch,63,19,"Early Access, Action, Adventure, RPG",,
Heart&Slash,81,494,"Roguelike, Action, Combat",,
Petit Game Collection vol.1,88,512,"Adventure, Visual Novel",,
I Am Legion: Stand Survivors,83,1485,"Action, Roguelike, Pixel Graphics",,
LOST EMBER - VR Edition,45,73,"Adventure, Simulation",,
Creed: Rise to Glory‚Ñ?75,71,1563,"Fighting, Sports",,
Mad Smartphone Tycoon,75,406,"Management, Simulation, Strategy",,
River City Girls 2,85,1333,"Action, RPG, Fighting, 2D",,
The Forgotten Apartment,69,13,"Simulation, Horror, Story Rich",,
Succubus Farm,75,426,"Sexual Content, Adventure, JRPG",,
Dungeons of Sundaria,74,2533,"RPG, Combat",,
Screen Cat,89,1023,"Simulation, Cute, 2D",,
House of Lost Souls,70,57,"Simulation, Horror",,
SKYHILL: Black Mist,43,176,"Action, Adventure, Survival, Horror",,
Border Officer,57,1229,"Simulation, Action, Adventure, Survival, Driving",,
Orwell: Ignorance is Strength,76,1373,"Simulation, Adventure, Visual Novel",,
Voltaire: The Vegan Vampire,80,101,"RPG, Action, Roguelike, Building",,
Mafia: Definitive Edition,86,72802,"Open World, Story Rich, Action",,
The Council,83,5328,"Adventure, RPG, Story Rich",,
Lilitales,87,580,"Sexual Content, RPG",,
Ambrosia,93,2453,"Sexual Content, Anime, RPG",,
Nobodies: After Death,97,81,"Adventure, Puzzle",,
I Am Dead,81,368,"Adventure, Puzzle, Story Rich",,
Hitman: Blood Money,93,11737,"Stealth, Action, Shooter",,
The Signal State,87,528,"Puzzle, Simulation, Automation",,
Dollmare,95,1224,"Simulation, Horror",,
Nitro Kid,89,358,"Roguelike, Card Game, Turn-Based",,
Minute of Islands,78,596,"Puzzle, Platformer, Story Rich",,
UnMetal,93,1939,"2D, Pixel Graphics, Action, Stealth",,
Demon Lord Reincarnation,67,104,"RPG, Turn-Based, Combat, 2D",,
Misao - 2024 HD Remaster,95,2098,"Adventure, Puzzle, Horror",,
Outpost Zero,52,571,"Adventure, Action, Simulation, Survival",,
Cat Goes Fishing,94,13099,"Cute, 2D",,
Super Seducer 2 - Advanced Seduction Tactics,82,1550,"Sexual Content, Simulation, Visual Novel",,
The Sexy Brutale,91,2594,"Puzzle, Adventure, Management",,
Hero of the Kingdom: The Lost Tales 3,90,276,"Adventure, RPG",,
Prison Architect,89,58120,"Simulation, Building, Sandbox",,
YORG.io 3,64,278,"Strategy, Building",,
Road 96: Mile 0,67,1442,"Adventure, Visual Novel",,
Graveyard Gunslingers,60,165,"Action, Roguelike, Shooter",,
We Are One,95,46,"Management, Puzzle",,
A Webbing Journey,100,337,"Early Access, Sandbox, Cute",,
Will You Wheel?,77,158,"Sandbox, Simulation, Combat, Driving",,
Locked Up,77,1196,"Horror, Simulation",,
Real Pool 3D - Poolians,76,16883,"Sports, Strategy, Simulation",,
Magical Eyes - Red is for Anguish,93,32,"Adventure, Visual Novel, Anime",,
TIS-100,97,3170,"Puzzle, Simulation, Automation",,
FOOTSIES Rollback Edition,96,474,"Fighting, Action, 2D",,
SNAP SNAP,77,58,"Horror, Simulation",,
Mount & Blade,92,5112,"RPG, Open World, Strategy, Action",,
KingSim,85,175,"Strategy, Adventure, CRPG",,
Chromosome Evil,84,297,"War, Strategy, Survival",,
PROPHUNT,70,10,"Shooter, Action",,
Sakura Isekai Adventure,100,12,"Visual Novel, Simulation, Anime",,
Villages & Dungeons,88,271,"Roguelike, Strategy, Automation, Card Game, RPG",,
The Stairway 7 - Anomaly Hunt Loop Horror Game,84,78,"Action, Horror, Simulation",,
NIGHT STORE SIMULATOR,54,11,"Simulation, Adventure",,
STASIS: BONE TOTEM,94,1763,"Adventure, Puzzle",,
Lightblade VR,79,639,"Action, Simulation",,
Blood II: The Chosen + Expansion,48,540,"Action, FPS, Adventure",,
Metro Simulator 2,65,500,"Simulation, Driving",,
ZOMBI,63,2711,"Survival, Roguelike, Shooter",,
Dead City,60,28,"Early Access, Action, Adventure, Shooter",,
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",83,492,"Sexual Content, Simulation, Visual Novel",,
8Doors: Arum's Afterlife Adventure,79,858,"Action, Adventure, 2D, Platformer",,
Driving Is Hard,79,149,"Horror, Platformer, Adventure",,
Gravel,76,934,"Driving, Sports, Simulation",,
Retail Company Simulator,91,487,"Simulation, Management",,
(the) Gnorp Apologue,96,7802,"Strategy, Building, Roguelike",,
BlazBlue: Cross Tag Battle,81,3111,"2D, Anime, Fighting, Action",,
Despot Zombie,81,16,"Horror, Action, Shooter",,
Paper Battlefield,100,23,"Strategy, Building, War",,
Barbecue with friends,72,29,Simulation,,
Chained in the Backrooms,68,361,"Early Access, Horror, Action",,
Only Up !,24,138,"Adventure, Strategy, Platformer",,
Sift Heads Legendary Pack,77,48,"Adventure, Action, 2D, Fighting",,
Pizza Possum,93,1423,"Adventure, Strategy",,
Dead Effect,72,2865,"FPS, Action, Horror",,
Purple Place - Classic Games,86,1760,"Puzzle, 2D",,
Desvelado,99,275,"2D, Puzzle, Platformer",,
Heaven Forest NIGHTS,76,82,"Adventure, Action, Simulation",,
Vendir: Plague of Lies,75,169,"CRPG, Turn-Based, Combat, Fantasy",,
MementoMori,74,227,"Simulation, Automation, JRPG",,
Vampire: The Masquerade ‚Ä?Night Road,90,598,"Adventure, RPG, Visual Novel",,
Tower of Waifus,73,293,"Sexual Content, Anime, Puzzle",,
RATSHAKER‚Ñ?95,90,2244,"Adventure, Horror, Puzzle",,
LiEat,96,3835,"Story Rich, Pixel Graphics, RPG, 2D",,
FALCO AXE,90,31,"Adventure, Action, Combat",,
Dictators:No Peace Countryballs,94,5748,"Strategy, Simulation, War, 2D",,
ONE BTN BOSSES,89,147,"Souls-like, 2D, Roguelike",,
Apartment No 129,73,84,"Horror, Realistic, FPS, Survival",,
CODERED 911,73,19,"Action, Open World, Shooter",,
iDigging,70,290,"Adventure, Simulation, Cute",,
I Saw Black Clouds,62,542,"Visual Novel, Horror, Story Rich",,
Chronicle of Innsmouth,77,204,"Adventure, Horror, Pixel Graphics",,
Chicken Invaders 3,93,327,Shooter,,
Without a Dawn,96,99,"Visual Novel, Horror, Story Rich",,
Interrogation: You will be deceived,78,295,"Management, RPG, Visual Novel",,
Wolcen: Lords of Mayhem,55,61571,"Action, RPG, Roguelike",,
Battlestar Galactica Deadlock,86,2448,"Strategy, Turn-Based, War, Simulation",,
Idle Colony,81,360,"Automation, Strategy, Simulation",,
Inn Tycoon,80,370,"Early Access, Management, Simulation",,
Yog-Sothoth‚Äôs Yard,93,8583,"Simulation, Visual Novel, RPG",,
The Room Three,95,11649,"Puzzle, Adventure, Horror",,
Genome Guardian,94,592,"Action, Shooter, Roguelike",,
Wantless : Solace at World‚Äôs End,88,226,"Tactical, RPG, Turn-Based",,
Kathy Rain: Director's Cut,94,778,"Adventure, Pixel Graphics, Story Rich",,
Chicken Invaders 5,97,869,Shooter,,
ADOM (Ancient Domains Of Mystery),87,1186,"Roguelike, CRPG, Turn-Based",,
Ëø∑Á¶ªËØ°Â§ú blurred weird night,81,265,"Adventure, FPS, Puzzle, Horror",,
Zoonomaly,76,742,"Horror, Puzzle, Action, Adventure",,
Rift Riff,98,175,"Strategy, Building, Action",,
MX vs ATV Legends,77,2350,"Driving, Sports, Realistic",,
Leo‚Äôs Fortune - HD Edition,91,384,"Adventure, Puzzle, Platformer, Cute",,
Beer Simulator,86,189,"Simulation, 2D",,
SCP: Fragmented Minds,92,747,"Early Access, Horror, FPS, Combat",,
Refind Self: The Personality Test Game,87,3027,"Visual Novel, Story Rich, Anime, Pixel Graphics",,
FlyKnight,96,7363,"Souls-like, Action, RPG, Combat",,
House Builder,79,1991,"Simulation, Adventure, Building, Puzzle",,
Papa's Freezeria Deluxe,99,10400,"Management, Simulation",,
Bright Memory,90,29836,"FPS, Souls-like, Action",,
Outlaws + A Handful of Missions,94,660,"Action, FPS",,
Dollar,80,921,"Management, 2D",,
VERGE:Lost chapter,52,1589,"Simulation, Horror, Adventure",,
Survive on Raft,65,980,"Management, Survival, Crafting, Simulation",,
Haunted: Attack of the Dead Men,84,13,"War, FPS, Action",,
Pixel Car,52,23,"Driving, 2D",,
Touhou ~Red Empress Devil.,74,326,"Roguelike, Pixel Graphics",,
Battle Fantasia -Revised Edition-,68,185,"Fighting, 2D, Action, Anime",,
Growbot,86,116,"Adventure, Puzzle, Cute",,
Damascus Gear Operation Tokyo HD,48,37,"Action, Roguelike",,
Auto Rogue,94,221,"Roguelike, Automation, 2D",,
La-Mulana,79,1929,"Platformer, Puzzle, Action",,
Nobodies: Murder Cleaner,92,331,"Puzzle, Adventure",,
April 24th,86,663,"Simulation, Horror",,
Janosik 2,96,32,"Action, Adventure, Platformer, 2D",,
Internet Cafe & Supermarket Simulator 2024,81,806,"Simulation, Building, Management",,
First Date : Late To Date,82,771,"Adventure, Visual Novel, Simulation",,
A Building Full of Cats,98,3661,"Puzzle, Cute",,
METAGAL,68,135,"Action, Pixel Graphics, 2D, Platformer",,
Clothing Store Simulator,92,980,"Simulation, Management",,
Cat Cafe Manager,86,1917,"Simulation, Management, Strategy",,
Absolute Drift,90,2041,"Driving, Simulation",,
GemCraft - Frostborn Wrath,88,2532,"Strategy, Tactical, Fantasy, 2D",,
Tales of Monkey Island: Complete Season,88,609,"Adventure, Puzzle, Story Rich",,
Kozue's Strange Journey,86,208,"Anime, JRPG",,
Loretta's Brand-New Job,72,110,"Sexual Content, JRPG",,
World of Football,86,123,Sports,,
Eris Dysnomia,91,212,"Sexual Content, RPG, Anime, 2D",,
Tear and the Library of Labyrinths,91,306,"Sexual Content, JRPG, Adventure, Anime",,
DISTRAINT 2,96,3605,"Horror, Story Rich, 2D, Adventure",,
Puzzline,100,117,"Card Game, Strategy, 2D",,
Creepy Shift: Roadside Diner,89,84,"Survival, Horror, Realistic",,
Guts and Glory,82,1773,"Action, Driving, Open World, Sandbox",,
Tacoma,87,2906,"Simulation, Story Rich, Adventure",,
The Surge 2,77,6533,"Souls-like, RPG, Action, Open World",,
ATTA -Spot the Oddities in the Strange Hotel-,85,85,"Simulation, Action, Horror, Fantasy",,
Italian Brainrot: In Prison,100,22,"Survival, Horror",,
The Fridge is Red,55,122,"Adventure, Puzzle, Story Rich",,
Shephy,75,176,"Card Game, Cute",,
Yokai Art: Night Parade of One Hundred Demons,90,1022,"Sexual Content, Strategy, Roguelike",,
Samurai Bringer,87,933,"Fighting, Action, Roguelike",,
Dishonored,97,62352,"Stealth, Action, Story Rich, FPS",,
Tofas Sahin: Online Car Driving,63,517,"Action, Driving, Simulation",,
Warhammer Underworlds - Shadespire Edition,71,1037,"Turn-Based, Tactical, Card Game",,
Undead Horde,86,1087,"RPG, Action, Adventure, Fantasy",,
The Plague Doctor of Wippra,88,289,"Pixel Graphics, Adventure, Story Rich",,
Drive 21,54,446,"Simulation, Driving, Open World",,
A Game About Digging A Hole,89,13276,"Adventure, Sandbox, Crafting, Simulation",,
Rising Star 2,94,550,"Management, Simulation, Strategy, RPG",,
Cube Escape: Paradox,97,10532,"Puzzle, Horror, Adventure, Story Rich",,
The Unliving,63,689,"RPG, Action, Adventure, Roguelike",,
Kindergarten,96,8475,"Pixel Graphics, Adventure, Strategy",,
Lunch Lady,86,9470,"Horror, Action, Survival",,
Steam Engine Simulator,98,8258,"Simulation, 2D, Realistic",,
From The Past,73,82,"Horror, Simulation, Adventure, Realistic",,
Lycans,92,264,"Action, Strategy, Survival",,
The WILDS,77,462,"Early Access, Open World, Survival",,
Mystic Rest Stop,64,45,"Horror, Simulation",,
Â•πÊùÄ - The Suspected Murder,82,35,"Puzzle, Visual Novel, Story Rich, Adventure, 2D",,
The Boba Teashop,97,375,"Horror, Action, Management",,
Return to Castle Wolfenstein,92,7228,"FPS, Action, War",,
ALTF4,80,9376,"Survival, Platformer, Roguelike",,
Paranormal Cleanup,80,405,"Early Access, Horror, Action, Stealth",,
Heretic: Shadow of the Serpent Riders,94,1069,"FPS, Action, Fantasy, 2.5D",,
Dead Rising Deluxe Remaster,82,2477,"Action, Adventure, Sandbox, Combat",,
Saturnalia,91,69,"Adventure, Action, Horror",,
ROUNDS,95,29344,"Fighting, 2D, Roguelike, Action",,
X Invader,75,515,"Shooter, Action, Roguelike",,
Yooka-Laylee,77,2781,"Platformer, Adventure",,
Potionomics,90,6332,"Management, Simulation, RPG, Card Game",,
SURVIVAL: Postapocalypse Now,55,7807,"Crafting, Survival, Open World, FPS, Simulation",,
Realms of Magic,80,944,"RPG, Open World, Survival, Crafting, Adventure",,
Creepy Tale,87,2216,"Puzzle, Platformer, Stealth",,
Fight School Simulator,90,164,"Simulation, Action, FPS, RPG",,
"Whack the Serial Killer 20 Ways plus Neighbour, Burglars...",83,54,Action,,
Windowkill,96,2798,"Action, Roguelike, 2D",,
Cossacks: Back to War,88,2441,"Strategy, War",,
Car Mechanic Shop Simulator,62,62,"Simulation, Realistic",,
Little Inferno,96,8338,"Puzzle, Adventure",,
Pure Sniper,58,153,"Action, FPS",,
Cossacks II: Battle for Europe,80,938,"Strategy, War",,
Security: The Horrible Nights,89,108,"Horror, Story Rich",,
Tales Beyond The Tomb - The Farm's Secret,75,85,"Adventure, Action",,
Pile Up!,78,678,"Building, Sandbox",,
Fighters Unleashed,61,90,"Action, Adventure, Fighting",,
Tiny Robots Recharged,73,67,"Adventure, Puzzle",,
Zup! 9,95,1711,"Puzzle, 2D",,
Silverpine Creek,68,16,"Simulation, Horror",,
Kraken City,73,101,"Sexual Content, Anime, Realistic",,
Zup! X,96,6260,"Puzzle, 2D, Platformer",,
Nyakori's Rabbit Doll,95,1255, Horror,12,73000
Aeterna Noctis,77,1407,"Souls-like, Platformer",,
Topac Battle,60,20,"Automation, Simulation",,
Lucius III,53,949,"Adventure, Horror, Puzzle",,
Day of Dragons,69,5773,"Early Access, Survival, Open World, Sandbox",,
Subway Exorcist Girl,83,205,"Horror, Adventure, Roguelike",,
Slime 3K: Rise Against Despot,80,1361,"Action, Roguelike, Shooter, RPG",,
Nightmare of Decay,96,3678,"Action, FPS, Survival, Horror",,
Mira and the Mysteries of Alchemy,72,118,"RPG, Sexual Content, Anime",,
Pocket Idler: Fishing Pond,84,53,"2D, Cute",,
AdVenture Capitalist,87,59117,"Management, Automation, 2D",,
Genesis Survivors,81,74,"Early Access, RPG, Action, Roguelike",,
Doll Impostor,94,808,"Strategy, Action, Adventure, Simulation",,
Bloobs Adventure Idle,85,301,"RPG, 2D, Cute, Crafting",,
Night Slashers: Remake,57,85,"2D, Action, Adventure, Fighting",,
Melvor Idle,90,13313,"RPG, 2D, Automation, Adventure",,
The Crooked Man,92,1027,"2D, Horror, Story Rich, Anime",,
Nosferatu: The Wrath of Malachi,90,1393,"Horror, Action, FPS",,
The Witcher 3: Wild Hunt,96,761599,"Open World, RPG, Story Rich, Adventure, Fantasy",,
YORG.io,90,569,"Strategy, Building",,
Just Cause,66,4201,"Action, Open World, Shooter",,
Seven Kingdoms 2 HD,83,313,"Strategy, Simulation, Management",,
The Lament of a Lifeless Star,95,23,"Visual Novel, Anime, Story Rich",,
Grave Keeper,47,70,"Adventure, RPG, Roguelike, Combat",,
Propagation: Paradise Hotel,87,575,"Action, Survival, Horror, FPS",,
FatalZone,68,2104,"Action, Roguelike, Survival, RPG",,
Call of Cthulhu¬Æ,79,9574,"Horror, RPG, Adventure, Story Rich",,
Utopia Must Fall,95,735,"Early Access, Roguelike, Building",,
Nobodies: Silent Blood,91,24,"Adventure, Strategy, Puzzle",,
The Escapists: The Walking Dead,62,693,"Survival, Pixel Graphics, 2D, RPG",,
The King's Bird,74,336,"Action, Platformer",,
Demon Queen Melissa,84,86,"RPG, Sexual Content, Anime",,
DOOM 64,93,7048,"Action, FPS",,
Dream Cage,68,161,"Horror, Simulation",,
Taiko no Tatsujin: Rhythm Festival,86,786,"Cute, Anime",,
TAISHO x ALICE episode 1,86,1044,"Adventure, Visual Novel, Anime",,
CrimeBot 2: Unsolved Cold Case,61,18,"Adventure, Simulation, Visual Novel",,
Tina: Swordswoman of the Scarlet Prison,83,473,"RPG, Sexual Content",,
Fears to Fathom - Carson House,91,1972,"Horror, Adventure, Simulation",,
Super Mining Mechs,90,549,"2D, Adventure, Sandbox",,
Rusty's Retirement,96,12002,"Simulation, Automation, Pixel Graphics",,
Psionic Sentry : Infinite,90,133,"Anime, Shooter",,
Dead Hand,76,26,"Roguelike, Turn-Based, Tactical, Combat",,
The Imperial Gatekeeper,80,1934,"Sexual Content, Anime",,
Telling Lies,63,1159,"Visual Novel, Horror, Story Rich",,
Euro Truck Simulator,83,6080,"Simulation, Driving, Open World",,
Moviehouse ‚Ä?The Film Studio Tycoon,31,212,"Simulation, Strategy, Sandbox",,
Morphopolis,83,4386,"Puzzle, Adventure, 2D",,
Repair this!,89,613,"Adventure, Management, Simulation",,
Black Skylands,82,2460,"Pixel Graphics, Open World, Sandbox, Simulation",,
Night Book,70,477,"Visual Novel, Adventure",,
Redmatch 2,93,18276,"FPS, Action",,
Nickelodeon All-Star Brawl,75,4229,"2D, Fighting, Action",,
PHOGS!,80,830,"Adventure, Puzzle, Platformer",,
Zombie Bowl-o-Rama,94,191,Sports,,
Bao Bao' Laundromat,86,203,"Cute, Pixel Graphics, Simulation",,
Snakecremental,91,147,"Management, Strategy, Simulation",,
Almighty: Kill Your Gods,63,313,"Early Access, Shooter, Action",,
Gym Camp Simulator,90,11,"Simulation, Management",,
EvilSlayer,68,25,"Anime, Shooter, Roguelike",,
Voyager-19,88,712,"Horror, Puzzle, 2D",,
Once Upon A Mind - A Little Too Friendly,98,61,"Horror, Adventure",,
Commando Collection,97,1072,"Action, Shooter, 2D",,
Dead Effect 2,72,1855,"Action, FPS, Horror",,
Reigns: Game of Thrones,77,907,"RPG, Card Game, Adventure",,
Five Dates,88,2042,"Simulation, Visual Novel, Adventure",,
Vectronom,96,248,"Puzzle, Platformer",,
Orcs Must Die! 2,92,12673,"Building, Action, Strategy",,
Dusk 12,46,208,"Action, FPS",,
Slave's Sword 2,68,361,"Sexual Content, RPG",,
Thief‚Ñ?II: The Metal Age,94,1765,"Stealth, Action, Simulation",,
Terraformers,88,2667,"Simulation, Management, Survival",,
Spellshot,69,62,"Roguelike, FPS, Card Game",,
The Demon Lord's Daughter and the Tower of Seals,71,32,"RPG, 2D, Anime",,
Broventure: The Wild Co-op,79,229,"Action, Roguelike, Shooter",,
GROSS,82,205,"Strategy, Building, FPS",,
Mosaic,74,410,"Adventure, Simulation",,
Alien Agent X,64,42,"Early Access, Sexual Content",,
A Memoir Blue,85,357,"Adventure, 2D",,
100 Cats Singapore,94,56,"Cute, Puzzle",,
Astrodle,90,185,"Shooter, Management",,
The Bunker,69,1507,"Adventure, Visual Novel, Horror",,
Medieval Kingdom Wars,77,2212,"Strategy, Building",,
Megaloot,73,3489,"Management, RPG, Roguelike, Turn-Based",,
Dead Pixels,86,1979,"Action, Pixel Graphics, 2D, RPG",,
MUBOSAMA,91,35,"Adventure, Horror, Cute",,
Astebreed: Definitive Edition,88,1205,"Fighting, Shooter, 2.5D",,
Sorry We're Open,95,114,"Horror, Survival, Roguelike, CRPG",,
Conarium,76,1807,"Adventure, Horror, Puzzle",,
Hot Blood,83,12,"Fighting, Action, Adventure",,
Slave's Sword,70,678,"Sexual Content, RPG, Adventure",,
Temporal Purge: Z,84,19,"Survival, FPS, Action",,
My name is You and it's the only unusual thing in my life,77,452,Visual Novel,,
Barro F25,90,21,"Driving, Sports, Simulation",,
Run!ZombieFood!,79,1190,"Strategy, Adventure",,
Samurai Vandalism,78,397,"Sexual Content, RPG, Action, Anime",,
Bionic Heart 2,72,11,"Visual Novel, Anime, 2D",,
Stack Masters,100,17,"Simulation, Puzzle",,
Resident Evil Revelations 2,78,22771,"Horror, Action, Shooter",,
Football Club Management 2023,49,149,"Sports, Management, Tactical",,
Aeon Must Die!,50,85,"Action, Fighting, 2D",,
Whacking Hell!,79,29,"Action, Roguelike, Shooter, 2D, Horror",,
Waking,45,40,"Action, Adventure, Combat",,
JUSTICE SUCKS: Tactical Vacuum Action,95,165,"Sandbox, Adventure, Stealth",,
Supremacy: 1914,74,3854,"Strategy, War",,
Governor of Poker 3,68,15626,"Card Game, Sports",,
Gotcha Racing 2nd,57,21,"Driving, Cute",,
Coloring Pixels,96,7906,"Pixel Graphics, Puzzle",,
Reigns,87,7314,"Card Game, RPG, Adventure, Simulation",,
S√©bastien Loeb Rally EVO,57,680,"Driving, Simulation, Sports",,
BE-A Walker,73,578,"2.5D, Shooter",,
Project L33T: Prologue,58,307,"Early Access, Action, RPG, FPS",,
HOPE LEFT ME,96,582,"Visual Novel, Anime",,
Street Racing Syndicate,86,2579,"Open World, Driving",,
Frog Bard,100,20,"Adventure, Driving",,
Just a To the Moon Series Beach Episode,98,2762,"Story Rich, Adventure, JRPG",,
Capcom Arcade Stadium,54,4407,"Action, 2D, Fighting",,
Colorful Recolor,95,48,"Puzzle, Pixel Graphics, Cute",,
Romance Club - Stories I Play,79,831,"Visual Novel, Simulation, 2D, Horror",,
Andarin Weppes,90,44,"Early Access, Puzzle, Platformer",,
Deus Ex: The Fall,36,3595,"RPG, Action, Stealth, FPS",,
Succubus Prison,81,123,"Sexual Content, Anime, JRPG",,
Satan's Puzzle 2,94,38,"Puzzle, 2D",,
Apple Slash,95,194,"Action, Adventure, Pixel Graphics",,
Zombie Vikings,76,249,"Action, Adventure",,
Achievement Clicker,84,2722,Simulation,,
Choo-Choose,83,270,"Puzzle, Cute, 2D",,
Return to Kurgansk,50,12,"Action, Adventure, FPS",,
I'm on Observation Duty,95,1849,"Horror, Puzzle",,
Invasion of The Halloween Fiends,97,76,"Horror, Simulation",,
Deus Ex: Invisible War,57,2000,"Action, FPS, RPG, Stealth",,
Deus Ex: Game of the Year Edition,94,12725,"RPG, Stealth, FPS",,
Kill It With Fire VR,88,87,"Cute, Simulation",,
Treasure Chest Clicker,84,244,"2D, Cute, Puzzle",,
Cockroach Simulator,79,2352,Simulation,,
Gun Metal,86,571,"Action, Shooter",,
GUILTY GEAR 2 -OVERTURE-,76,338,"Action, Fighting, Anime, Strategy",,
Donut County,91,9553,"Cute, Puzzle",,
BACKROOMS: APPREHENSION,83,326,"Early Access, Horror, Shooter, Stealth",,
CASE 2: Animatronics Survival,82,2781,"Horror, FPS, Stealth",,
Tomb Raider,96,155259,"Adventure, Action, Story Rich",,
Dragonheir: Silent Gods,60,2791,"Turn-Based, Combat, MMORPG",,
Himegashima Island,76,322,"Adventure, Sexual Content, Simulation, Anime",,
"EL PASO, NIGHTMARE",66,107,"FPS, Action",,
Bad Egg,87,31,"Action, Roguelike, Shooter, 2D, Cute",,
Dice Legacy,67,865,"Building, Survival, Strategy, Roguelike",,
Dogs Organized Neatly,98,1177,"Puzzle, 2D, Cute",,
Neon Blight,40,70,"Action, Adventure, Shooter",,
101 Cats Hidden,85,187,"Cute, Puzzle",,
Latte Stand Tycoon,56,23,"Simulation, RPG, Adventure",,
Dad's Monster House,95,200,"2D, Platformer, Horror",,
